Student_ID,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Current_GPA,Maximum_Recommended_Credits
Student_2143,Program_D,First_Year,2,43,2.69,15
Student_2144,Program_D,First_Year,1,27,2.6,15
Student_2145,Program_B,First_Year,3,77,2.2,18
Student_2146,Program_C,Transfer,3,73,2.3,15
Student_2147,Program_D,First_Year,3,59,2.71,15
Student_2148,Program_A,First_Year,2,34,2.46,18
Student_2149,Program_A,First_Year,4,97,2.49,12
Student_2150,Program_B,Transfer,1,16,2.87,18
Student_2151,Program_A,First_Year,1,26,2.08,15
Student_2152,Program_A,Transfer,4,108,2.43,18
Student_2153,Program_B,First_Year,1,20,2.43,18
Student_2154,Program_A,First_Year,3,59,2.82,15
Student_2155,Program_A,First_Year,2,42,2.76,15
Student_2156,Program_A,Transfer,1,24,3.17,15
Student_2157,Program_D,Transfer,2,51,2.66,15
Student_2158,Program_B,First_Year,2,40,1.4,18
Student_2159,Program_B,Transfer,2,50,2.76,15
Student_2160,Program_B,First_Year,3,77,2.98,18
Student_2161,Program_A,First_Year,4,88,2.52,18
Student_2162,Program_A,First_Year,2,37,2.97,18
Student_2163,Program_A,First_Year,1,12,3.05,15
Student_2164,Program_A,First_Year,3,60,3.14,15
Student_2165,Program_A,Transfer,1,13,2.55,15
Student_2166,Program_A,Transfer,3,77,1.88,15
Student_2167,Program_C,First_Year,2,45,2.03,15
Student_2168,Program_D,First_Year,3,64,2.87,18
Student_2169,Program_C,First_Year,4,103,2.59,18
Student_2170,Program_A,First_Year,2,28,3.68,12
Student_2171,Program_B,First_Year,2,52,2.73,15
Student_2172,Program_A,First_Year,2,32,2.78,12
Student_2173,Program_D,First_Year,4,91,2.63,18
Student_2174,Program_A,First_Year,4,106,2.74,15
Student_2175,Program_C,First_Year,1,23,2.0,18
Student_2176,Program_C,Transfer,2,47,1.92,15
Student_2177,Program_C,Transfer,3,67,2.77,15
Student_2178,Program_D,First_Year,1,15,2.45,15
Student_2179,Program_A,First_Year,4,85,3.07,15
Student_2180,Program_C,First_Year,1,21,2.74,12
Student_2181,Program_B,First_Year,1,1,2.84,15
Student_2182,Program_C,Transfer,3,80,1.82,12
Student_2183,Program_C,First_Year,3,74,2.84,18
Student_2184,Program_B,First_Year,2,52,2.79,12
Student_2185,Program_B,First_Year,1,2,2.7,18
Student_2186,Program_D,First_Year,1,3,2.66,15
Student_2187,Program_D,First_Year,2,53,2.48,12
Student_2188,Program_A,First_Year,3,73,2.98,18
Student_2189,Program_B,First_Year,1,16,2.79,12
Student_2190,Program_D,Transfer,1,3,2.55,15
Student_2191,Program_D,Transfer,1,20,2.71,12
Student_2192,Program_A,Transfer,3,63,2.23,15
Student_2193,Program_A,First_Year,3,63,3.02,15
Student_2194,Program_A,First_Year,3,57,2.8,15
Student_2195,Program_A,First_Year,4,89,2.62,12
Student_2196,Program_C,First_Year,4,95,3.18,15
Student_2197,Program_D,First_Year,2,51,3.09,15
Student_2198,Program_B,First_Year,1,22,2.84,18
Student_2199,Program_A,First_Year,1,5,3.2,15
Student_2200,Program_A,First_Year,4,82,2.8,15
